,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Shots,OutOfBox,SixYardBox,PenaltyArea,Rating
1274,Manuel Neuer,2014/2015,Bayern Munich,Germany-Bundesliga,GB,32,2866,-,-,-,-,6.86
1275,Manuel Neuer,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,1080,-,-,-,-,6.51
1276,Manuel Neuer,2016,Germany,International-European-Championship,UEC,6,540,-,-,-,-,6.71
1277,Manuel Neuer,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,1080,-,-,-,-,6.91
1278,Manuel Neuer,2013/2014,Bayern Munich,Germany-Bundesliga,GB,31,2746,-,-,-,-,7.05
1279,Manuel Neuer,2014,Germany,International-FIFA-World-Cup,WC,7,630,-,-,-,-,7.24
1280,Manuel Neuer,2012/2013,Bayern Munich,Germany-Bundesliga,GB,31,2790,-,-,-,-,6.86
1281,Manuel Neuer,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1170,-,-,-,-,6.65
1282,Manuel Neuer,2012,Germany,International-European-Championship,UEC,5,450,-,-,-,-,6.58
1283,Manuel Neuer,2011/2012,Bayern Munich,Germany-Bundesliga,GB,33,2970,-,-,-,-,6.68
1284,Manuel Neuer,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,1080,-,-,-,-,6.93
1285,Manuel Neuer,2010/2011,Schalke 04,Germany-Bundesliga,GB,34,3060,-,-,-,-,6.9
1286,Manuel Neuer,2010/2011,Schalke 04,Europe-UEFA-Champions-League,UCL,12,1080,-,-,-,-,7.16
1287,Manuel Neuer,2009/2010,Schalke 04,Germany-Bundesliga,GB,34,3060,-,-,-,-,6.8
1288,Guillermo Ochoa,2016/2017,Granada,Spain-La-Liga,SLL,38,3420,-,-,-,-,6.68
1289,Guillermo Ochoa,2015/2016,Malaga,Spain-La-Liga,SLL,11,953,-,-,-,-,6.8
1290,Guillermo Ochoa,2013/2014,AC Ajaccio,France-Ligue-1,FL1,37,3330,1,-,1,-,6.71
1291,Guillermo Ochoa,2014,Mexico,International-FIFA-World-Cup,WC,4,360,-,-,-,-,7.02
1292,Guillermo Ochoa,2013,Mexico,International-Confederations-Cup,ICC,1,90,-,-,-,-,6.81
1293,Guillermo Ochoa,2012/2013,AC Ajaccio,France-Ligue-1,FL1,38,3393,1,-,-,1,6.88
1294,Guillermo Ochoa,2011/2012,AC Ajaccio,France-Ligue-1,FL1,37,3327,-,-,-,-,7.03
1295,Nacho Monreal,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,7,613,6,-,1,5,6.97
1296,Nacho Monreal,2017/2018,Arsenal,England-Premier-League,EPL,28,2244,22,8,3,11,7.13
1297,Nacho Monreal,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,3,255,2,1,-,1,6.86
1298,Nacho Monreal,2016/2017,Arsenal,England-Premier-League,EPL,36,3153,12,7,2,3,6.98
1299,Nacho Monreal,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,6,540,3,2,-,1,7.11
1300,Nacho Monreal,2015/2016,Arsenal,England-Premier-League,EPL,37,3248,12,3,-,9,7.26
1301,Nacho Monreal,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,4,353,-,-,-,-,6.93
1302,Nacho Monreal,2014/2015,Arsenal,England-Premier-League,EPL,28,2311,4,1,-,3,7.33
1303,Nacho Monreal,2013/2014,Arsenal,Europe-UEFA-Champions-League,UCL,6,195,-,-,-,-,6.45
1304,Nacho Monreal,2013/2014,Arsenal,England-Premier-League,EPL,23,1179,4,1,1,2,6.67
1305,Nacho Monreal,2013,Spain,International-Confederations-Cup,ICC,1,90,-,-,-,-,8.3
1306,Nacho Monreal,2012/2013,Malaga,Spain-La-Liga,SLL,14,1191,11,4,-,7,7.23
1307,Nacho Monreal,2012/2013,Malaga,Europe-UEFA-Champions-League,UCL,2,180,2,-,-,2,7.73
1308,Nacho Monreal,2012/2013,Arsenal,England-Premier-League,EPL,10,792,6,5,-,1,7.13
1309,Nacho Monreal,2011/2012,Malaga,Spain-La-Liga,SLL,31,2564,11,2,-,9,7.17
1310,Nacho Monreal,2010/2011,Osasuna,Spain-La-Liga,SLL,31,2758,15,7,-,8,7.14
1311,Nacho Monreal,2009/2010,Osasuna,Spain-La-Liga,SLL,31,2747,9,2,-,7,6.87
1315,Lasse Schöne,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,109,-,-,-,-,6.7
1317,Adil Rami,2017/2018,Marseille,Europe-UEFA-Europa-League,UEL,14,1232,6,-,1,5,6.99
1318,Adil Rami,2017/2018,Marseille,France-Ligue-1,FL1,33,2957,15,3,4,8,6.97
1319,Adil Rami,2016/2017,Sevilla,Spain-La-Liga,SLL,21,1785,11,2,2,7,6.78
1320,Adil Rami,2016/2017,Sevilla,Europe-UEFA-Champions-League,UCL,7,630,7,4,-,3,7.04
1321,Adil Rami,2015/2016,Sevilla,Spain-La-Liga,SLL,28,2428,12,1,3,8,6.61
1322,Adil Rami,2015/2016,Sevilla,Europe-UEFA-Europa-League,UEL,7,618,3,-,-,3,6.79
1323,Adil Rami,2015/2016,Sevilla,Europe-UEFA-Champions-League,UCL,4,360,1,-,-,1,6.32
1324,Adil Rami,2014/2015,AC Milan,Italy-Serie-A,ISA,21,1665,11,5,-,6,6.95
1325,Adil Rami,2016,France,International-European-Championship,UEC,4,360,-,-,-,-,7.18
1326,Adil Rami,2013/2014,AC Milan,Italy-Serie-A,ISA,18,1484,8,4,2,2,7.28
1327,Adil Rami,2013/2014,Valencia,Spain-La-Liga,SLL,3,270,3,-,-,3,7.02
1328,Adil Rami,2013/2014,AC Milan,Europe-UEFA-Champions-League,UCL,2,180,1,1,-,-,6.68
1329,Adil Rami,2013/2014,Valencia,Europe-UEFA-Europa-League,UEL,1,10,-,-,-,-,5.26
1330,Adil Rami,2012/2013,Valencia,Spain-La-Liga,SLL,25,2081,19,3,1,15,6.97
1331,Adil Rami,2012/2013,Valencia,Europe-UEFA-Champions-League,UCL,6,540,3,1,1,1,6.7
1332,Adil Rami,2012,France,International-European-Championship,UEC,4,360,1,1,-,-,6.52
1333,Adil Rami,2011/2012,Valencia,Spain-La-Liga,SLL,33,2970,20,5,6,9,7.03
1334,Adil Rami,2011/2012,Valencia,Europe-UEFA-Champions-League,UCL,6,540,8,1,2,5,7.17
1335,Adil Rami,2010/2011,Lille,France-Ligue-1,FL1,36,3224,33,14,2,18,6.89
1336,Adil Rami,2009/2010,Lille,France-Ligue-1,FL1,34,3020,37,11,8,18,7.1
1338,Vedran Corluka,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,2,165,-,-,-,-,6.22
1339,Vedran Corluka,2016,Croatia,International-European-Championship,UEC,4,360,-,-,-,-,7.05
1340,Vedran Corluka,2011/2012,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,-,6.87
1341,Vedran Corluka,2011/2012,Tottenham,England-Premier-League,EPL,3,136,-,-,-,-,6.2
1342,Vedran Corluka,2010/2011,Tottenham,Europe-UEFA-Champions-League,UCL,6,499,-,-,-,-,6.91
1343,Mario Gómez,2017/2018,Wolfsburg,Germany-Bundesliga,GB,12,938,24,6,-,18,6.69
1344,Mario Gómez,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,16,1389,34,8,5,21,7.15
1345,Mario Gómez,2016/2017,Wolfsburg,Germany-Bundesliga,GB,33,2854,84,6,13,65,7.13
1346,Mario Gómez,2015/2016,Besiktas,Turkey-Super-Lig,TS,33,2704,110,21,11,78,7.41
1347,Mario Gómez,2015/2016,Besiktas,Europe-UEFA-Europa-League,UEL,5,389,10,3,2,5,6.63
1348,Mario Gómez,2014/2015,Fiorentina,Italy-Serie-A,ISA,20,1401,40,4,5,31,6.57
1349,Mario Gómez,2014/2015,Fiorentina,Europe-UEFA-Europa-League,UEL,8,648,21,3,3,15,6.76
1350,Mario Gómez,2016,Germany,International-European-Championship,UEC,4,270,9,2,1,6,7.15
1351,Mario Gómez,2013/2014,Fiorentina,Italy-Serie-A,ISA,9,498,13,1,2,10,6.72
1352,Mario Gómez,2013/2014,Fiorentina,Europe-UEFA-Europa-League,UEL,4,211,8,3,-,5,6.71
1353,Mario Gómez,2012/2013,Bayern Munich,Germany-Bundesliga,GB,21,897,38,4,4,30,6.98
1354,Mario Gómez,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,203,7,-,2,5,6.64
1355,Mario Gómez,2012,Germany,International-European-Championship,UEC,5,283,10,2,-,8,6.88
1356,Mario Gómez,2011/2012,Bayern Munich,Germany-Bundesliga,GB,33,2482,101,9,13,79,7.38
1357,Mario Gómez,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,945,49,7,11,31,7.41
1358,Mario Gómez,2010/2011,Bayern Munich,Germany-Bundesliga,GB,32,2452,95,5,19,71,7.42
1359,Mario Gómez,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,608,21,3,5,13,7.61
1360,Mario Gómez,2009/2010,Bayern Munich,Germany-Bundesliga,GB,29,1938,69,12,11,46,7.07
1361,Mario Gómez,2009/2010,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,470,15,5,3,7,6.56
1362,Ashley Young,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,4,337,2,2,-,-,7.27
1363,Ashley Young,2017/2018,Manchester Un..,England-Premier-League,EPL,30,2448,18,11,-,7,7.12
1364,Ashley Young,2016/2017,Manchester Un..,England-Premier-League,EPL,12,758,5,3,-,2,6.83
1365,Ashley Young,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,7,329,2,1,-,1,6.64
1366,Ashley Young,2015/2016,Manchester Un..,Europe-UEFA-Champions-League,UCL,4,252,3,-,-,3,6.67
1367,Ashley Young,2015/2016,Manchester Un..,England-Premier-League,EPL,18,1063,7,4,-,3,6.6
1368,Ashley Young,2014/2015,Manchester Un..,England-Premier-League,EPL,26,2068,29,13,2,14,7.23
1369,Ashley Young,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,8,248,6,-,-,6,6.42
1370,Ashley Young,2013/2014,Manchester Un..,England-Premier-League,EPL,20,1030,17,9,1,7,6.55
1371,Ashley Young,2012/2013,Manchester Un..,Europe-UEFA-Champions-League,UCL,2,25,-,-,-,-,6.06
1372,Ashley Young,2012/2013,Manchester Un..,England-Premier-League,EPL,19,1375,27,9,-,18,6.99
1373,Ashley Young,2012,England,International-European-Championship,UEC,4,360,4,2,-,2,6.69
1374,Ashley Young,2011/2012,Manchester Un..,Europe-UEFA-Champions-League,UCL,3,245,8,2,-,6,7.22
1375,Ashley Young,2011/2012,Manchester Un..,England-Premier-League,EPL,25,1573,54,21,3,30,7.24
1376,Ashley Young,2010/2011,Aston Villa,England-Premier-League,EPL,34,3054,83,43,4,36,7.11
1377,Ashley Young,2009/2010,Aston Villa,England-Premier-League,EPL,37,3304,63,35,2,26,7.08
1378,Toshihiro Aoyama,2014,Japan,,WC,1,62,1,1,-,-,6.24
1379,Thiago Cionek,2017/2018,SPAL 2013,Italy-Serie-A,ISA,15,1350,8,2,-,6,7.16
1380,Thiago Cionek,2016/2017,Palermo,Italy-Serie-A,ISA,29,2328,7,2,-,5,6.84
1381,Thiago Cionek,2015/2016,Palermo,Italy-Serie-A,ISA,5,450,1,-,-,1,7.33
1382,Thiago Cionek,2016,Poland,International-European-Championship,UEC,1,90,-,-,-,-,6.9
1383,Moussa Sow,2017/2018,Bursaspor,Turkey-Super-Lig,TS,11,635,10,1,2,7,6.59
1384,Moussa Sow,2016/2017,Fenerbahce,Turkey-Super-Lig,TS,25,1533,32,7,5,20,6.72
1385,Moussa Sow,2016/2017,Fenerbahce,Europe-UEFA-Europa-League,UEL,7,585,14,1,1,12,6.75
1386,Moussa Sow,2015/2016,Fenerbahce,Turkey-Super-Lig,TS,2,115,5,-,1,4,6.87
1387,Moussa Sow,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,2,91,1,-,-,1,6.44
1388,Moussa Sow,2014/2015,Fenerbahce,Turkey-Super-Lig,TS,33,2483,92,12,8,72,6.85
1389,Moussa Sow,2012/2013,Fenerbahce,Europe-UEFA-Europa-League,UEL,12,1015,28,6,3,19,6.75
1390,Moussa Sow,2011/2012,Lille,Europe-UEFA-Champions-League,UCL,6,492,16,4,4,8,6.76
1391,Moussa Sow,2011/2012,Lille,France-Ligue-1,FL1,18,1326,47,8,-,39,6.79
1392,Moussa Sow,2010/2011,Lille,France-Ligue-1,FL1,36,2817,101,19,21,61,7.37
1393,Moussa Sow,2009/2010,Rennes,France-Ligue-1,FL1,24,969,41,15,3,23,6.53
1394,Vladimir Granat,2017/2018,Rubin Kazan,Russia-Premier-League,RPL,27,2419,3,3,-,-,6.68
1395,Vladimir Granat,2016/2017,FC Rostov,Russia-Premier-League,RPL,12,1035,-,-,-,-,7.02
1396,Vladimir Granat,2016/2017,FC Rostov,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.62
1397,Vladimir Granat,2016/2017,FC Rostov,Europe-UEFA-Europa-League,UEL,3,178,1,-,-,1,7.36
1398,Vladimir Granat,2015/2016,Spartak Mosco..,Russia-Premier-League,RPL,14,931,1,1,-,-,6.7
1399,Vladimir Granat,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,1,21,-,-,-,-,6.33
1400,Vladimir Granat,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,9,810,2,1,-,1,6.87
1401,Vladimir Granat,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,28,2520,12,6,1,5,7.04
1402,Fernando Muslera,2017/2018,Galatasaray,Turkey-Super-Lig,TS,33,2970,-,-,-,-,6.67
1403,Fernando Muslera,2016/2017,Galatasaray,Turkey-Super-Lig,TS,34,3060,-,-,-,-,6.84
1404,Fernando Muslera,2015/2016,Galatasaray,Turkey-Super-Lig,TS,33,2970,-,-,-,-,6.6
1405,Fernando Muslera,2015/2016,Galatasaray,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,7.36
1406,Fernando Muslera,2015/2016,Galatasaray,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,7.21
1407,Fernando Muslera,2015,Uruguay,International-Copa-America,ICA,4,360,-,-,-,-,6.73
1408,Fernando Muslera,2014/2015,Galatasaray,Turkey-Super-Lig,TS,32,2880,-,-,-,-,6.86
1409,Fernando Muslera,2014/2015,Galatasaray,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,5.91
1410,Fernando Muslera,2013/2014,Galatasaray,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.79
1411,Fernando Muslera,2014,Uruguay,International-FIFA-World-Cup,WC,4,360,-,-,-,-,6.53
1412,Fernando Muslera,2013,Uruguay,International-Confederations-Cup,ICC,4,360,-,-,-,-,6.65
1413,Fernando Muslera,2012/2013,Galatasaray,Europe-UEFA-Champions-League,UCL,10,900,-,-,-,-,6.78
1414,Fernando Muslera,2010/2011,Lazio,Italy-Serie-A,ISA,36,3240,-,-,-,0.1,6.81
1415,Fernando Muslera,2009/2010,Lazio,Italy-Serie-A,ISA,36,3240,-,-,-,-,6.62
1416,Cristhian Stuani,2015,Uruguay,International-Copa-America,ICA,2,62,2,-,-,2,6.27
1417,Khalid Boutaïb,2017/2018,Yeni Malatyas..,Turkey-Super-Lig,TS,32,2713,61,10,5,46,7.05
1418,Khalid Boutaïb,2015/2016,GFC Ajaccio,France-Ligue-1,FL1,31,1929,56,18,2,36,6.71
1419,João Moutinho,2012,Portugal,International-European-Championship,UEC,5,450,1,1,-,-,7.27
1421,Luis Suárez,2014,Uruguay,International-FIFA-World-Cup,WC,2,178,4,1,-,3,7.23
1422,Edinson Cavani,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,680,27,6,4,17,7.59
1423,Edinson Cavani,2017/2018,Paris Saint G..,France-Ligue-1,FL1,32,2589,105,18,13,74,7.69
1424,Edinson Cavani,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,720,35,7,5,23,7.58
1425,Edinson Cavani,2016/2017,Paris Saint G..,France-Ligue-1,FL1,36,2978,144,18,29,97,7.36
1426,Edinson Cavani,2015/2016,Paris Saint G..,Europe-UEFA-Champions-League,UCL,10,642,15,2,3,10,6.6
1427,Edinson Cavani,2015/2016,Paris Saint G..,France-Ligue-1,FL1,32,2305,86,11,11,64,7.27
1428,Edinson Cavani,2015,Uruguay,International-Copa-America,ICA,4,333,9,3,-,6,6.23
1429,Edinson Cavani,2014/2015,Paris Saint G..,Europe-UEFA-Champions-League,UCL,10,890,32,2,2,28,7.22
1430,Edinson Cavani,2014/2015,Paris Saint G..,France-Ligue-1,FL1,35,2630,111,26,10,75,7.05
1431,Edinson Cavani,2013/2014,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,686,19,5,1,13,7.17
1432,Edinson Cavani,2013/2014,Paris Saint G..,France-Ligue-1,FL1,30,2299,95,21,-,74,7.16
1433,Edinson Cavani,2014,Uruguay,International-FIFA-World-Cup,WC,4,360,13,5,1,7,6.62
1434,Edinson Cavani,2013,Uruguay,International-Confederations-Cup,ICC,4,360,9,2,-,7,7.14
1435,Edinson Cavani,2012/2013,Napoli,Italy-Serie-A,ISA,34,2981,156,44,23,89,7.69
1436,Edinson Cavani,2012/2013,Napoli,Europe-UEFA-Europa-League,UEL,7,464,30,11,2,17,7.15
1437,Edinson Cavani,2011/2012,Napoli,Italy-Serie-A,ISA,35,2916,123,21,-,102,7.17
1438,Edinson Cavani,2011/2012,Napoli,Europe-UEFA-Champions-League,UCL,8,672,21,8,3,10,7.16
1439,Edinson Cavani,2010/2011,Napoli,Italy-Serie-A,ISA,35,2904,125,35,14,76,7.33
1440,Edinson Cavani,2009/2010,Palermo,Italy-Serie-A,ISA,34,2617,93,31,7,55,7.08
1441,Medhi Benatia,2017/2018,Juventus,Italy-Serie-A,ISA,20,1755,13,1,3,9,7.25
1442,Medhi Benatia,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,8,566,5,-,1,4,6.54
1443,Medhi Benatia,2016/2017,Juventus,Italy-Serie-A,ISA,15,1183,9,-,1,8,7.14
1444,Medhi Benatia,2016/2017,Juventus,Europe-UEFA-Champions-League,UCL,5,183,1,-,-,1,6.63
1445,Medhi Benatia,2015/2016,Bayern Munich,Germany-Bundesliga,GB,14,980,8,-,3,5,7.13
1446,Medhi Benatia,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,6,177,3,-,-,3,6.37
1447,Medhi Benatia,2014/2015,Bayern Munich,Germany-Bundesliga,GB,15,1151,10,1,2,7,7.22
1448,Medhi Benatia,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,555,6,-,1,5,7.11
1449,Medhi Benatia,2013/2014,Roma,Italy-Serie-A,ISA,33,2860,19,3,3,13,7.59
1450,Medhi Benatia,2012/2013,Udinese,Italy-Serie-A,ISA,19,1624,12,1,3,8,7.53
1451,Medhi Benatia,2012/2013,Udinese,Europe-UEFA-Europa-League,UEL,4,290,4,-,1,3,6.65
1452,Medhi Benatia,2011/2012,Udinese,Italy-Serie-A,ISA,27,2383,17,5,-,12,7.36
1453,Medhi Benatia,2010/2011,Udinese,Italy-Serie-A,ISA,34,3045,17,3,2,13,7.48
1454,Kasper Schmeichel,2017/2018,Leicester,England-Premier-League,EPL,33,2966,-,-,-,-,6.61
1455,Kasper Schmeichel,2016/2017,Leicester,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,7.24
1456,Kasper Schmeichel,2016/2017,Leicester,England-Premier-League,EPL,30,2667,-,-,-,-,6.84
1457,Kasper Schmeichel,2015/2016,Leicester,England-Premier-League,EPL,38,3420,-,-,-,-,6.78
1458,Kasper Schmeichel,2014/2015,Leicester,England-Premier-League,EPL,24,2160,-,-,-,-,6.63
1459,Kasper Schmeichel,2013/2014,Leicester,England-Championship,EC,46,4140,-,-,-,-,6.89
1460,Hugo Lloris,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,7,630,-,-,-,-,7.07
1461,Hugo Lloris,2017/2018,Tottenham,England-Premier-League,EPL,36,3240,-,-,-,-,6.74
1462,Hugo Lloris,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,7.11
1463,Hugo Lloris,2016/2017,Tottenham,England-Premier-League,EPL,34,3005,-,-,-,-,6.77
1464,Hugo Lloris,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,6.04
1465,Hugo Lloris,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,9,810,-,-,-,-,6.81
1466,Hugo Lloris,2015/2016,Tottenham,England-Premier-League,EPL,37,3330,-,-,-,-,6.75
1467,Hugo Lloris,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,6,537,-,-,-,-,6.79
1468,Hugo Lloris,2014/2015,Tottenham,England-Premier-League,EPL,35,3064,-,-,-,-,6.89
1469,Hugo Lloris,2016,France,International-European-Championship,UEC,7,630,-,-,-,-,6.76
1470,Hugo Lloris,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,5,450,-,-,-,-,6.69
1471,Hugo Lloris,2013/2014,Tottenham,England-Premier-League,EPL,37,3330,-,-,-,-,6.72
1472,Hugo Lloris,2014,France,International-FIFA-World-Cup,WC,5,450,-,-,-,-,6.83
1473,Hugo Lloris,2012/2013,Tottenham,Europe-UEFA-Europa-League,UEL,5,450,-,-,-,-,6.56
1474,Hugo Lloris,2012/2013,Tottenham,England-Premier-League,EPL,27,2430,-,-,-,-,6.64
1475,Hugo Lloris,2012/2013,Lyon,France-Ligue-1,FL1,2,180,-,-,-,-,7.18
1476,Hugo Lloris,2012,France,International-European-Championship,UEC,4,360,-,-,-,-,6.39
1477,Hugo Lloris,2011/2012,Lyon,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,1,7.29
1478,Hugo Lloris,2011/2012,Lyon,France-Ligue-1,FL1,36,3195,1,-,-,1,6.9
1479,Hugo Lloris,2010/2011,Lyon,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,6.69
1480,Hugo Lloris,2010/2011,Lyon,France-Ligue-1,FL1,37,3330,-,-,-,-,6.92
1481,Hugo Lloris,2009/2010,Lyon,Europe-UEFA-Champions-League,UCL,12,1080,-,-,-,-,7.04
1482,Hugo Lloris,2009/2010,Lyon,France-Ligue-1,FL1,36,3240,-,-,-,-,7.06
1483,Keylor Navas,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2430,-,-,-,-,6.94
1484,Keylor Navas,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,11,990,-,-,-,-,6.86
1485,Keylor Navas,2016/2017,Real Madrid,Spain-La-Liga,SLL,27,2430,-,-,-,-,6.78
1486,Keylor Navas,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1080,-,-,-,-,6.56
1487,Keylor Navas,2015/2016,Real Madrid,Spain-La-Liga,SLL,34,3060,-,-,-,-,7.12
1488,Keylor Navas,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,11,990,-,-,-,-,6.98
1489,Keylor Navas,2014/2015,Real Madrid,Spain-La-Liga,SLL,6,540,-,-,-,-,6.51
1490,Keylor Navas,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,-,7.45
1491,Keylor Navas,2013/2014,Levante,Spain-La-Liga,SLL,37,3250,-,-,-,-,7.24
1492,Keylor Navas,2014,Costa Rica,International-FIFA-World-Cup,WC,5,450,-,-,-,-,7.21
1493,Keylor Navas,2012/2013,Levante,Spain-La-Liga,SLL,9,810,-,-,-,-,7.23
1494,Keylor Navas,2012/2013,Levante,Europe-UEFA-Europa-League,UEL,10,900,-,-,-,-,7.04
1495,Keylor Navas,2011/2012,Levante,Spain-La-Liga,SLL,1,90,-,-,-,-,8.06
1496,Olivier Giroud,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,6,540,25,5,1,19,7.21
1497,Olivier Giroud,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,1,67,1,-,-,1,5.63
1498,Olivier Giroud,2017/2018,Arsenal,England-Premier-League,EPL,16,375,18,1,3,14,6.46
1499,Olivier Giroud,2017/2018,Chelsea,England-Premier-League,EPL,13,610,30,2,3,25,6.78
1500,Olivier Giroud,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,6,312,9,-,2,7,6.35
1501,Olivier Giroud,2016/2017,Arsenal,England-Premier-League,EPL,29,1198,39,4,8,27,6.81
1502,Olivier Giroud,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,7,388,18,2,2,14,7.0
1503,Olivier Giroud,2015/2016,Arsenal,England-Premier-League,EPL,38,2431,101,6,12,83,7.07
1504,Olivier Giroud,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,2,150,13,-,4,9,6.74
1505,Olivier Giroud,2014/2015,Arsenal,England-Premier-League,EPL,27,1867,70,17,8,45,7.23
1506,Olivier Giroud,2016,France,International-European-Championship,UEC,6,456,16,-,-,16,7.42
1507,Olivier Giroud,2013/2014,Arsenal,Europe-UEFA-Champions-League,UCL,7,630,12,1,3,8,6.74
1508,Olivier Giroud,2013/2014,Arsenal,England-Premier-League,EPL,36,3083,112,22,16,74,7.36
1509,Olivier Giroud,2014,France,International-FIFA-World-Cup,WC,5,165,7,4,-,3,6.7
1510,Olivier Giroud,2012/2013,Arsenal,Europe-UEFA-Champions-League,UCL,7,384,14,3,1,10,6.92
1511,Olivier Giroud,2012/2013,Arsenal,England-Premier-League,EPL,34,2325,107,22,14,71,7.08
1512,Olivier Giroud,2012,France,International-European-Championship,UEC,3,32,2,1,-,1,5.92
1513,Olivier Giroud,2011/2012,Montpellier,France-Ligue-1,FL1,36,3202,161,48,1,112,7.59
1514,Olivier Giroud,2010/2011,Montpellier,France-Ligue-1,FL1,37,2912,89,20,6,63,6.84
1515,Franco Armani,2017/2018,River Plate,,APD,14,1260,-,-,-,-,7.11
1516,Ragnar Sigurðsson,2017/2018,Rubin Kazan,Russia-Premier-League,RPL,12,971,4,1,1,2,6.86
1517,Ragnar Sigurðsson,2017/2018,FC Rostov,Russia-Premier-League,RPL,9,810,1,1,-,-,7.32
1518,Ragnar Sigurðsson,2016/2017,Fulham,England-Championship,EC,17,1278,4,-,-,4,6.45
1519,Ragnar Sigurðsson,2016/2017,FC Krasnodar,Russia-Premier-League,RPL,3,270,-,-,-,-,7.02
1520,Ragnar Sigurðsson,2015/2016,FC Krasnodar,Russia-Premier-League,RPL,24,2047,7,-,-,7,6.96
1521,Ragnar Sigurðsson,2015/2016,FC Krasnodar,Europe-UEFA-Europa-League,UEL,5,450,1,-,-,1,7.28
1522,Ragnar Sigurðsson,2014/2015,FC Krasnodar,Europe-UEFA-Europa-League,UEL,6,540,3,1,-,2,6.82
1523,Ragnar Sigurðsson,2014/2015,FC Krasnodar,Russia-Premier-League,RPL,26,2182,5,1,1,3,7.09
1524,Ragnar Sigurðsson,2016,Iceland,International-European-Championship,UEC,5,450,2,-,1,1,7.06
1525,Ragnar Sigurðsson,2013/2014,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.99
1526,Ragnar Sigurðsson,2013/2014,FC Krasnodar,Russia-Premier-League,RPL,6,540,1,-,1,-,7.11
1527,Ragnar Sigurðsson,2012/2013,FC Copenhagen,Europe-UEFA-Europa-League,UEL,6,540,4,-,2,3,6.83
1528,Hugo Ayala,2015,Mexico,,ICA,3,270,-,-,-,-,7.1
1529,Park Joo-ho,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,2,65,-,-,-,-,6.29
