,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists,Rating
2536,Giovani dos Santos,2012/2013,Mallorca,Spain-La-Liga,SLL,29,2395,5,1,-,1,-,2,7,7.05
2537,Giovani dos Santos,2011/2012,Tottenham,England-Premier-League,EPL,7,49,-,-,-,-,-,-,-,6.15
2538,Giovani dos Santos,2010/2011,Racing Santan..,Spain-La-Liga,SLL,16,956,-,-,-,-,-,1,1,6.88
2539,Giovani dos Santos,2010/2011,Tottenham,England-Premier-League,EPL,3,42,-,-,-,-,-,-,-,6.12
2540,Giovani dos Santos,2009/2010,Tottenham,England-Premier-League,EPL,1,12,-,-,-,-,-,-,-,6.09
2541,Artem Dzyuba,2017/2018,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,168,-,-,-,-,-,1,1,6.86
2542,Artem Dzyuba,2017/2018,Zenit St. Pet..,Russia-Premier-League,RPL,15,791,-,-,-,-,-,-,-,6.4
2543,Artem Dzyuba,2017/2018,Arsenal Tula,Russia-Premier-League,RPL,10,900,-,-,-,-,-,3,3,7.23
2544,Artem Dzyuba,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,26,2194,-,-,-,-,-,4,4,7.15
2545,Artem Dzyuba,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,469,-,-,-,-,-,1,1,6.63
2546,Artem Dzyuba,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,30,2577,-,-,-,-,-,5,5,7.28
2547,Artem Dzyuba,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,8,633,-,-,1,-,-,1,2,7.4
2548,Artem Dzyuba,2014/2015,FC Rostov,Russia-Premier-League,RPL,11,463,-,-,-,-,-,-,-,6.3
2549,Artem Dzyuba,2014/2015,Spartak Mosco..,Russia-Premier-League,RPL,13,856,-,-,-,-,-,2,2,7.03
2550,Artem Dzyuba,2016,Russia,International-European-Championship,UEC,3,270,-,-,-,-,-,-,-,6.56
2551,Artem Dzyuba,2013/2014,FC Rostov,Russia-Premier-League,RPL,28,2489,-,-,-,-,-,3,3,7.14
2552,Artem Dzyuba,2012/2013,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,4,130,-,-,-,-,-,-,-,6.21
2553,Alfreð Finnbogason,2017/2018,Augsburg,Germany-Bundesliga,GB,22,1826,-,-,-,-,-,3,3,7.11
2554,Alfreð Finnbogason,2016/2017,Augsburg,Germany-Bundesliga,GB,13,1132,1,-,-,-,-,-,1,6.7
2555,Alfreð Finnbogason,2015/2016,Augsburg,Germany-Bundesliga,GB,14,1133,-,-,-,-,-,1,1,7.04
2556,Alfreð Finnbogason,2015/2016,Olympiacos,Europe-UEFA-Champions-League,UCL,3,58,-,-,-,-,-,-,-,6.4
2557,Alfreð Finnbogason,2014/2015,Real Sociedad,Spain-La-Liga,SLL,25,785,-,-,-,-,-,1,1,6.19
2558,Alfreð Finnbogason,2016,Iceland,International-European-Championship,UEC,3,75,-,-,-,-,-,-,-,6.12
2559,Alfreð Finnbogason,2013/2014,SC Heerenveen,Netherlands-Eredivisie,NE,32,2835,-,-,1,-,-,8,9,7.54
2560,Ki Sung-yueng,2017/2018,Swansea,England-Premier-League,EPL,25,1870,2,2,-,-,-,-,2,6.61
2561,Ki Sung-yueng,2016/2017,Swansea,England-Premier-League,EPL,23,1287,-,-,-,-,-,1,1,6.36
2562,Ki Sung-yueng,2015/2016,Swansea,England-Premier-League,EPL,28,1853,1,-,-,-,-,-,1,6.57
2563,Ki Sung-yueng,2014/2015,Swansea,England-Premier-League,EPL,33,2690,-,-,-,-,-,1,1,7.1
2564,Ki Sung-yueng,2013/2014,Sunderland,England-Premier-League,EPL,27,2185,-,-,1,-,-,-,1,6.8
2565,Ki Sung-yueng,2013/2014,Swansea,England-Premier-League,EPL,1,13,-,-,-,-,-,-,-,6.1
2566,Ki Sung-yueng,2014,South Korea,International-FIFA-World-Cup,WC,3,270,-,-,1,-,-,-,1,7.25
2567,Ki Sung-yueng,2012/2013,Swansea,England-Premier-League,EPL,29,2037,1,1,-,-,-,1,2,6.78
2568,Christian Ramos,2016/2017,Gimnasia LP,Argentina-Primera-División,APD,4,309,-,-,-,-,-,-,-,6.62
2569,Christian Ramos,2015,Peru,International-Copa-America,ICA,2,153,-,-,-,-,-,-,-,6.8
2570,Nicolás Otamendi,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,-,-,-,7.28
2571,Nicolás Otamendi,2017/2018,Manchester Ci..,England-Premier-League,EPL,34,2968,-,-,-,-,-,-,-,7.13
2572,Nicolás Otamendi,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,7.18
2573,Nicolás Otamendi,2016/2017,Manchester Ci..,England-Premier-League,EPL,30,2592,-,-,-,-,-,1,1,7.49
2574,Nicolás Otamendi,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,12,940,-,-,-,-,-,-,-,7.0
2575,Nicolás Otamendi,2015/2016,Manchester Ci..,England-Premier-League,EPL,30,2672,-,-,-,-,-,-,-,7.47
2576,Nicolás Otamendi,2015,Argentina,International-Copa-America,ICA,5,450,-,-,-,-,-,-,-,7.21
2577,Nicolás Otamendi,2014/2015,Valencia,Spain-La-Liga,SLL,35,3098,-,-,-,-,-,-,-,7.59
2578,Nicolás Otamendi,2014,Atletico MG,Brazil-Brasileirão,BSA,5,450,-,-,-,-,-,-,-,7.31
2579,Nicolás Otamendi,2013/2014,FC Porto,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,-,-,-,6.59
2580,Nicolás Otamendi,2012/2013,FC Porto,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,-,-,-,7.35
2581,Nicolás Otamendi,2011/2012,FC Porto,Europe-UEFA-Champions-League,UCL,5,442,-,-,-,-,-,-,-,6.91
2582,Jordi Alba,2017/2018,Barcelona,Spain-La-Liga,SLL,33,2745,1,-,-,-,-,7,8,7.22
2583,Jordi Alba,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,8,638,-,-,-,-,-,-,-,6.78
2584,Jordi Alba,2016/2017,Barcelona,Spain-La-Liga,SLL,26,1966,-,-,-,-,-,6,6,6.91
2585,Jordi Alba,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,6,436,-,-,-,-,-,-,-,6.8
2586,Jordi Alba,2015/2016,Barcelona,Spain-La-Liga,SLL,31,2591,1,-,-,-,-,5,6,7.05
2587,Jordi Alba,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,9,735,-,-,-,-,-,1,1,6.87
2588,Jordi Alba,2014/2015,Barcelona,Spain-La-Liga,SLL,27,2335,-,-,-,-,-,3,3,7.22
2589,Jordi Alba,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,11,962,-,-,-,-,-,2,2,7.17
2590,Jordi Alba,2016,Spain,International-European-Championship,UEC,4,351,-,-,-,-,-,1,1,6.39
2591,Jordi Alba,2013/2014,Barcelona,Spain-La-Liga,SLL,15,1202,1,-,-,-,-,1,2,7.08
2592,Jordi Alba,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,-,-,-,7.18
2593,Jordi Alba,2014,Spain,International-FIFA-World-Cup,WC,3,270,-,-,-,-,-,-,-,6.72
2594,Jordi Alba,2013,Spain,International-Confederations-Cup,ICC,4,360,-,-,-,-,-,-,-,7.47
2595,Jordi Alba,2012/2013,Barcelona,Spain-La-Liga,SLL,29,2500,-,-,1,-,-,4,5,7.18
2596,Jordi Alba,2012/2013,Barcelona,Europe-UEFA-Champions-League,UCL,9,807,-,-,-,-,-,-,-,7.13
2597,Jordi Alba,2012,Spain,International-European-Championship,UEC,6,540,1,-,-,-,-,-,1,7.44
2598,Jordi Alba,2011/2012,Valencia,Spain-La-Liga,SLL,32,2541,3,-,-,-,-,2,5,7.01
2599,Jordi Alba,2011/2012,Valencia,Europe-UEFA-Champions-League,UCL,4,226,-,-,-,-,-,-,-,6.51
2600,Jordi Alba,2010/2011,Valencia,Spain-La-Liga,SLL,27,1412,-,-,-,-,-,-,-,6.89
2601,Jordi Alba,2010/2011,Valencia,Europe-UEFA-Champions-League,UCL,3,170,-,-,-,-,-,1,1,6.98
2602,Jordi Alba,2009/2010,Valencia,Spain-La-Liga,SLL,15,1125,-,-,-,-,-,-,-,7.29
2603,Diego Costa,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,15,1048,1,-,1,-,-,1,3,6.84
2604,Diego Costa,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,5,387,-,-,1,-,-,-,1,7.29
2605,Diego Costa,2016/2017,Chelsea,England-Premier-League,EPL,35,3090,-,-,1,-,-,6,7,7.41
2606,Diego Costa,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,8,663,-,-,-,-,-,1,1,7.41
2607,Diego Costa,2015/2016,Chelsea,England-Premier-League,EPL,28,2379,-,-,1,-,-,5,6,7.08
2608,Diego Costa,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,7,478,-,-,-,-,-,1,1,6.67
2609,Diego Costa,2014/2015,Chelsea,England-Premier-League,EPL,26,2085,-,-,-,-,-,3,3,7.43
2610,Diego Costa,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,35,2965,-,-,-,-,-,3,3,7.4
2611,Diego Costa,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,9,583,1,-,-,-,-,-,1,7.6
2612,Diego Costa,2014,Spain,International-FIFA-World-Cup,WC,2,126,-,-,-,-,-,-,-,6.17
2613,Diego Costa,2012/2013,Atletico Madr..,Spain-La-Liga,SLL,31,2061,-,-,-,-,-,7,7,6.98
2614,Diego Costa,2012/2013,Atletico Madr..,Europe-UEFA-Europa-League,UEL,5,378,-,-,-,-,-,1,1,6.77
2615,Diego Costa,2011/2012,Rayo Vallecan..,Spain-La-Liga,SLL,16,1320,1,-,1,-,-,2,4,7.18
2616,Diego Costa,2010/2011,Atletico Madr..,Spain-La-Liga,SLL,28,1327,-,-,-,-,-,2,2,6.61
2617,Diego Costa,2009/2010,Valladolid,Spain-La-Liga,SLL,34,2894,1,-,-,-,-,3,4,6.93
2618,Toby Alderweireld,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,4,294,-,-,1,-,-,-,1,7.0
2619,Toby Alderweireld,2017/2018,Tottenham,England-Premier-League,EPL,14,1177,-,-,-,-,-,-,-,6.68
2620,Toby Alderweireld,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,202,-,-,-,-,-,-,-,7.07
2621,Toby Alderweireld,2016/2017,Tottenham,England-Premier-League,EPL,30,2604,-,-,-,-,-,-,-,7.0
2622,Toby Alderweireld,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,-,-,-,6.68
2623,Toby Alderweireld,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,10,900,-,-,-,-,-,-,-,7.01
2624,Toby Alderweireld,2015/2016,Tottenham,England-Premier-League,EPL,38,3420,-,-,1,-,-,1,2,7.16
2625,Toby Alderweireld,2014/2015,Southampton,England-Premier-League,EPL,26,2263,-,-,-,-,-,-,-,7.07
2626,Toby Alderweireld,2016,Belgium,International-European-Championship,UEC,5,450,-,-,-,-,-,-,-,7.11
2627,Toby Alderweireld,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,12,906,-,-,-,-,-,-,-,6.87
2628,Toby Alderweireld,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,277,-,-,-,-,-,-,-,6.96
2629,Toby Alderweireld,2013/2014,Ajax,Netherlands-Eredivisie,NE,4,360,-,-,-,-,-,-,-,6.94
2630,Toby Alderweireld,2014,Belgium,International-FIFA-World-Cup,WC,4,360,-,-,-,-,-,-,-,7.05
2631,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,-,-,-,7.78
2632,Toby Alderweireld,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.72
2633,Toby Alderweireld,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,-,-,-,7.18
2634,Toby Alderweireld,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,-,-,-,7.06
2635,Óscar Duarte,2017/2018,Espanyol,Spain-La-Liga,SLL,11,990,-,-,-,-,-,-,-,6.62
2636,Óscar Duarte,2016/2017,Espanyol,Spain-La-Liga,SLL,15,1124,-,-,-,-,-,-,-,6.45
2637,Óscar Duarte,2015/2016,Espanyol,Spain-La-Liga,SLL,14,1196,-,-,-,-,-,-,-,6.74
2638,Óscar Duarte,2015/2016,Club Bruges,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,-,-,-,6.19
2639,Óscar Duarte,2014/2015,Club Bruges,Europe-UEFA-Europa-League,UEL,11,990,-,-,-,-,-,-,-,7.23
2640,Óscar Duarte,2014,Costa Rica,International-FIFA-World-Cup,WC,4,336,-,-,-,-,-,-,-,7.06
2641,Jérôme Boateng,2017/2018,Bayern Munich,Germany-Bundesliga,GB,19,1644,1,-,-,-,-,1,2,7.14
2642,Jérôme Boateng,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,677,-,-,1,-,-,-,1,6.78
2643,Jérôme Boateng,2016/2017,Bayern Munich,Germany-Bundesliga,GB,13,828,-,-,-,-,-,1,1,6.73
2644,Jérôme Boateng,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,6,480,-,-,-,-,-,-,-,6.66
2645,Jérôme Boateng,2015/2016,Bayern Munich,Germany-Bundesliga,GB,19,1353,-,-,1,-,-,2,3,6.96
2646,Jérôme Boateng,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,537,-,-,-,-,-,-,-,6.98
2647,Jérôme Boateng,2014/2015,Bayern Munich,Germany-Bundesliga,GB,27,2140,-,-,-,-,-,-,-,7.26
2648,Jérôme Boateng,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,990,2,-,1,-,-,-,3,7.32
2649,Jérôme Boateng,2016,Germany,International-European-Championship,UEC,6,478,-,-,-,-,-,-,-,7.09
2650,Jérôme Boateng,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,762,-,-,-,-,-,-,-,6.69
2651,Jérôme Boateng,2013/2014,Bayern Munich,Germany-Bundesliga,GB,25,2169,-,-,-,-,-,1,1,7.28
2652,Jérôme Boateng,2014,Germany,International-FIFA-World-Cup,WC,7,587,-,-,-,-,-,-,-,7.11
2653,Jérôme Boateng,2012/2013,Bayern Munich,Germany-Bundesliga,GB,26,2245,-,-,-,-,-,2,2,7.17
2654,Jérôme Boateng,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,735,-,-,-,-,-,-,-,6.99
2655,Jérôme Boateng,2012,Germany,International-European-Championship,UEC,4,341,1,-,-,-,-,-,1,7.1
2656,Jérôme Boateng,2011/2012,Bayern Munich,Germany-Bundesliga,GB,27,2183,1,-,-,-,-,-,1,7.14
2657,Jérôme Boateng,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1170,-,-,-,-,-,1,1,7.06
2658,Jérôme Boateng,2010/2011,Manchester Ci..,England-Premier-League,EPL,16,1239,-,-,-,-,-,-,-,6.91
2659,Jérôme Boateng,2009/2010,Hamburger SV,Germany-Bundesliga,GB,27,2156,-,-,-,-,-,1,1,6.91
2660,Domagoj Vida,2017/2018,Besiktas,Turkey-Super-Lig,TS,13,751,-,-,-,-,-,-,-,6.76
2661,Domagoj Vida,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,4,350,-,-,-,-,-,-,-,7.03
2662,Domagoj Vida,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,1,16,-,-,-,-,-,-,-,5.53
2663,Domagoj Vida,2016/2017,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.7
2664,Domagoj Vida,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,5,372,-,-,-,-,-,-,-,6.71
2665,Domagoj Vida,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,10,876,-,-,-,-,-,1,1,6.86
2666,Domagoj Vida,2016,Croatia,International-European-Championship,UEC,3,270,-,-,-,-,-,-,-,6.64
2667,Domagoj Vida,2013/2014,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,3,211,-,-,-,-,-,-,-,6.61
2668,Domagoj Vida,2012/2013,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,-,-,-,7.3
2669,Domagoj Vida,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.55
2670,Domagoj Vida,2012,Croatia,International-European-Championship,UEC,1,66,-,-,-,-,-,-,-,6.78
2671,Domagoj Vida,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,513,-,-,-,-,-,-,-,6.03
2672,Domagoj Vida,2010/2011,Bayer Leverku..,Germany-Bundesliga,GB,1,76,-,-,-,-,-,-,-,7.38
2673,Josip Pivaric,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,8,720,-,-,-,-,-,-,-,6.75
2674,Josip Pivaric,2016/2017,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,-,-,-,5.93
2675,Josip Pivaric,2015/2016,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,439,1,-,-,-,-,-,1,6.81
2676,Josip Pivaric,2014/2015,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,5,425,-,-,-,-,-,-,-,6.61
2677,Josip Pivaric,2013/2014,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,-,-,-,6.75
2678,Josip Pivaric,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,469,-,-,-,-,-,-,-,6.07
2679,Milan Badelj,2017/2018,Fiorentina,Italy-Serie-A,ISA,27,2355,-,-,1,-,-,-,1,7.12
2680,Milan Badelj,2016/2017,Fiorentina,Italy-Serie-A,ISA,33,2513,-,-,1,-,-,1,2,6.92
2681,Milan Badelj,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,6,514,-,-,-,-,-,-,-,7.46
2682,Milan Badelj,2015/2016,Fiorentina,Italy-Serie-A,ISA,27,2138,1,-,-,-,-,-,1,7.13
2683,Milan Badelj,2015/2016,Fiorentina,Europe-UEFA-Europa-League,UEL,7,406,-,-,1,-,-,-,1,6.61
2684,Milan Badelj,2014/2015,Fiorentina,Italy-Serie-A,ISA,21,1549,-,-,-,-,-,2,2,7.14
2685,Milan Badelj,2014/2015,Hamburger SV,Germany-Bundesliga,GB,2,180,-,-,-,-,-,-,-,7.15
2686,Milan Badelj,2014/2015,Fiorentina,Europe-UEFA-Europa-League,UEL,13,859,-,-,-,-,-,1,1,6.94
2687,Milan Badelj,2016,Croatia,International-European-Championship,UEC,4,360,-,-,-,-,-,1,1,7.09
2688,Milan Badelj,2013/2014,Hamburger SV,Germany-Bundesliga,GB,29,2411,-,-,-,-,-,2,2,7.5
2689,Milan Badelj,2012/2013,Hamburger SV,Germany-Bundesliga,GB,31,2506,-,-,2,-,-,3,5,7.49
2690,Milan Badelj,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,452,-,-,-,-,-,1,1,6.51
2691,Aron Gunnarsson,2017/2018,Cardiff,England-Championship,EC,20,1500,-,-,-,-,-,1,1,7.02
2692,Aron Gunnarsson,2016/2017,Cardiff,England-Championship,EC,40,3593,-,-,-,-,-,3,3,7.08
2693,Aron Gunnarsson,2015/2016,Cardiff,England-Championship,EC,28,1529,-,-,-,-,-,1,1,6.75
2694,Aron Gunnarsson,2014/2015,Cardiff,England-Championship,EC,45,3621,-,-,-,-,1,2,3,7.0
2695,Aron Gunnarsson,2016,Iceland,International-European-Championship,UEC,5,426,-,-,-,-,-,-,-,6.82
2696,Aron Gunnarsson,2013/2014,Cardiff,England-Premier-League,EPL,23,1540,-,-,-,-,-,2,2,6.5
2697,Fagner,2018,Corinthians,Brazil-Brasileirão,BSA,3,189,1,-,-,-,-,-,1,7.09
2698,Fagner,2017,Corinthians,Brazil-Brasileirão,BSA,31,2790,1,-,1,-,-,1,3,7.24
2699,Fagner,2016,Corinthians,Brazil-Brasileirão,BSA,33,2968,1,-,1,-,-,2,4,7.1
2700,Fagner,2015,Corinthians,Brazil-Brasileirão,BSA,26,2176,-,-,-,-,-,2,2,7.01
2701,Fagner,2014,Corinthians,Brazil-Brasileirão,BSA,35,2982,-,-,-,-,-,1,1,6.87
2702,Fagner,2013,Vasco da Gama,Brazil-Brasileirão,BSA,26,2098,1,-,-,-,-,1,2,6.81
2703,Fagner,2012/2013,Wolfsburg,Germany-Bundesliga,GB,26,2083,1,-,-,-,-,-,1,7.27
2704,Rodney Wallace,2018,New York City..,USA-Major-League-Soccer,UMLS,8,419,-,-,-,-,-,1,1,6.46
2705,Rodney Wallace,2017,New York City..,USA-Major-League-Soccer,UMLS,28,2082,2,-,-,-,-,4,6,6.92
2706,Rodney Wallace,2016,Sport Recife,Brazil-Brasileirão,BSA,24,1839,1,-,-,-,-,1,2,6.91
2707,Rodney Wallace,2015,Portland Timb..,USA-Major-League-Soccer,UMLS,37,2420,1,-,-,-,-,4,5,6.79
2708,Rodney Wallace,2014,Portland Timb..,USA-Major-League-Soccer,UMLS,17,1058,1,-,-,-,-,-,1,6.89
2709,Rodney Wallace,2013,Portland Timb..,USA-Major-League-Soccer,UMLS,31,2273,3,-,1,-,-,3,7,7.17
2710,Johan Venegas,2017,Minnesota Uni..,USA-Major-League-Soccer,UMLS,22,1229,1,1,-,-,-,4,5,6.34
2711,Johan Venegas,2016,Montreal Impa..,USA-Major-League-Soccer,UMLS,25,761,-,-,-,-,-,2,2,6.28
2712,Johan Venegas,2015,Montreal Impa..,USA-Major-League-Soccer,UMLS,14,769,-,-,-,-,-,-,-,6.39
2713,Marco Reus,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,11,935,-,-,-,-,-,-,-,7.39
2714,Marco Reus,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,229,-,-,-,-,-,-,-,6.13
2715,Marco Reus,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,17,1190,-,-,-,-,-,4,4,7.15
2716,Marco Reus,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,291,-,-,-,-,-,1,1,7.83
2717,Marco Reus,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,26,1927,-,-,1,-,-,2,3,7.2
2718,Marco Reus,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,10,744,-,-,1,-,-,1,2,7.4
2719,Marco Reus,2014/2015,Borussia Dort..,Germany-Bundesliga,GB,20,1571,1,1,2,-,-,2,5,7.54
2720,Marco Reus,2014/2015,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,341,1,-,-,-,-,-,1,7.69
2721,Marco Reus,2013/2014,Borussia Dort..,Europe-UEFA-Champions-League,UCL,9,769,-,-,-,-,-,2,2,7.62
2722,Marco Reus,2013/2014,Borussia Dort..,Germany-Bundesliga,GB,30,2221,2,1,1,3,-,8,13,7.91
2723,Marco Reus,2012/2013,Borussia Dort..,Germany-Bundesliga,GB,32,2356,3,1,-,4,-,3,9,7.61
2724,Marco Reus,2012/2013,Borussia Dort..,Europe-UEFA-Champions-League,UCL,13,1079,-,-,-,-,-,1,1,7.51
2725,Marco Reus,2012,Germany,International-European-Championship,UEC,2,125,-,-,-,-,-,-,-,7.24
2726,Marco Reus,2011/2012,Borussia M.Gl..,Germany-Bundesliga,GB,32,2782,1,-,4,2,-,3,9,7.99
2727,Marco Reus,2010/2011,Borussia M.Gl..,Germany-Bundesliga,GB,32,2857,1,1,1,-,-,6,8,7.35
2728,Marco Reus,2009/2010,Borussia M.Gl..,Germany-Bundesliga,GB,33,2471,2,-,-,-,-,1,3,7.14
2729,Nils Petersen,2017/2018,Freiburg,Germany-Bundesliga,GB,32,2240,-,-,-,-,-,1,1,6.95
2730,Nils Petersen,2016/2017,Freiburg,Germany-Bundesliga,GB,33,1233,-,-,-,-,-,4,4,6.69
2731,Nils Petersen,2015/2016,Freiburg,Germany-Bundesliga-II,GB2,32,2333,-,-,1,-,-,4,5,7.42
2732,Nils Petersen,2014/2015,Werder Bremen,Germany-Bundesliga,GB,7,222,-,-,-,-,-,1,1,6.38
2733,Nils Petersen,2014/2015,Freiburg,Germany-Bundesliga,GB,12,507,-,-,-,-,-,1,1,7.08
2734,Nils Petersen,2013/2014,Werder Bremen,Germany-Bundesliga,GB,28,1637,-,-,-,-,-,2,2,6.87
2735,Nils Petersen,2012/2013,Werder Bremen,Germany-Bundesliga,GB,34,2749,-,-,2,-,-,3,5,7.0
2736,Nils Petersen,2011/2012,Bayern Munich,Germany-Bundesliga,GB,9,228,-,-,-,-,-,-,-,6.49
2737,Nils Petersen,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,3,127,-,-,-,-,-,-,-,6.3
2738,Miguel Layún,2017/2018,Sevilla,Spain-La-Liga,SLL,16,1181,-,-,-,-,-,-,-,6.73
2739,Miguel Layún,2017/2018,FC Porto,Portugal-Liga-NOS,PLN,7,259,-,-,-,-,-,-,-,6.37
2740,Miguel Layún,2017/2018,FC Porto,Europe-UEFA-Champions-League,UCL,2,109,-,-,-,-,-,-,-,7.13
2741,Miguel Layún,2016/2017,FC Porto,Portugal-Liga-NOS,PLN,16,1079,3,-,-,1,-,-,3,7.14
2742,Miguel Layún,2016/2017,FC Porto,Europe-UEFA-Champions-League,UCL,6,432,-,-,-,-,-,-,-,6.76
2743,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,-,-,-,6.65
2744,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Champions-League,UCL,6,460,2,-,-,-,-,-,2,7.59
2745,Miguel Layún,2015/2016,Watford,England-Premier-League,EPL,3,132,-,-,-,-,-,-,-,6.66
2746,Miguel Layún,2014/2015,Watford,England-Championship,EC,17,1169,1,-,-,-,-,-,1,6.49
2747,Miguel Layún,2014,Mexico,International-FIFA-World-Cup,WC,4,360,-,-,-,-,-,-,-,6.77
2748,Miguel Layún,2009/2010,Atalanta,Italy-Serie-A,ISA,2,31,-,-,-,-,-,-,-,6.51
2749,Carlos Vela,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,12,1080,-,-,2,-,-,-,2,7.79
2750,Carlos Vela,2017/2018,Real Sociedad,Spain-La-Liga,SLL,13,375,-,-,-,-,-,-,-,6.53
2751,Carlos Vela,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,2,118,-,-,-,-,-,-,-,7.26
2752,Carlos Vela,2016/2017,Real Sociedad,Spain-La-Liga,SLL,35,2562,1,1,-,-,-,1,2,7.07
2753,Carlos Vela,2015/2016,Real Sociedad,Spain-La-Liga,SLL,35,2765,-,-,2,-,-,2,4,6.81
2754,Carlos Vela,2014/2015,Real Sociedad,Spain-La-Liga,SLL,29,2061,-,-,-,-,-,3,3,6.85
2755,Carlos Vela,2013/2014,Real Sociedad,Spain-La-Liga,SLL,37,3116,5,1,3,-,-,4,12,7.42
2756,Carlos Vela,2013/2014,Real Sociedad,Europe-UEFA-Champions-League,UCL,6,525,-,-,-,-,-,-,-,6.39
2757,Carlos Vela,2012/2013,Real Sociedad,Spain-La-Liga,SLL,35,2715,3,1,2,-,-,4,9,7.4
